time,label,label_id,200Hz_roll,200Hz_pich,200Hz_yaw,100Hz_roll,100Hz_pich,100Hz_yaw,50Hz_roll,50Hz_pich,50Hz_yaw,25Hz_roll,25Hz_pich,25Hz_yaw
2018-05-29 21:02:22.085,none,-1,-0.5706593421221805,-1.121395903961262,-0.001757110224445291,-0.5476057353057497,-1.0372878940069064,-0.0014442599560253074,-0.33923891497063263,-0.6422415437203404,-0.0006209008813969823,-0.1494115278591604,-0.2887730764673977,-0.0010275625971116612
2018-05-29 21:02:22.090,none,-1,-0.5796529410528682,-1.1195243717403378,-0.00149574716895914,-0.5574431738850234,-1.0512570118231646,-0.0011815879036001608,-0.35797842664318774,-0.675686607945964,-0.0003028146252210157,-0.16005175851360512,-0.31144097255042497,-0.0007635815477475188
2018-05-29 21:02:22.095,none,-1,-0.5907903697837978,-1.1171609365126058,-0.0011776609127831733,-0.5652633706493553,-1.062490512439882,-0.000846048354904251,-0.37671793831574285,-0.7091316721715877,1.5271630954950908e-05,-0.17069198916804984,-0.33410886863345224,-0.0004996004983833765
2018-05-29 21:02:22.100,none,-1,-0.5955288431403507,-1.1182566248802612,-0.0008041604528563871,-0.5730835674136872,-1.0737240130565997,-0.0005105088062083411,-0.3954574499882979,-0.7425767363972113,0.0003333578871309176,-0.18133221982249456,-0.35677676471647946,-0.00023561944901923418
2018-05-29 21:02:22.105,none,-1,-0.5884500414792947,-1.1188524882702342,-0.00038877209088173666,-0.5693503712156787,-1.0819868980069833,-0.00010646508437165379,-0.4056410298363938,-0.7687765260859694,0.0006702064327658232,-0.19197245047693928,-0.3794446607995068,2.8361600344908085e-05
2018-05-29 21:02:22.110,none,-1,-0.5747885737503216,-1.119447258870928,3.970624048287117e-05,-0.5656171750176701,-1.090249782957367,0.0002975786374650335,-0.41582460968448964,-0.7949763157747274,0.0010070549784007288,-0.202612681131384,-0.402112556882534,0.00029234264970905057
2018-05-29 21:02:22.115,none,-1,-0.5653217361506195,-1.1209763527975392,0.00042542400517361803,-0.5628516027076576,-1.0960832409527108,0.0006475171524898966,-0.4260081895325855,-0.8211761054634855,0.0013439035240356344,-0.21325291178582872,-0.4247804529655613,0.0005563236990731928
2018-05-29 21:02:22.120,none,-1,-0.5578039081322841,-1.1204857292826995,0.0007439465936625832,-0.5600860303976452,-1.1019166989480549,0.0009974556675147596,-0.4361917693806814,-0.8473758951522435,0.00168075206967054,-0.22389314244027345,-0.44744834904858855,0.0008203047484373352
2018-05-29 21:02:22.125,none,-1,-0.5515347393520031,-1.1198707411890263,0.001010545636904717,-0.5592138734076509,-1.1036565159750484,0.0012448560889849556,-0.4489627654166566,-0.8656142058369197,0.0019853120241435504,-0.2344294579349513,-0.4673405846740464,0.001305506280491759
2018-05-29 21:02:22.130,none,-1,-0.5500274376054655,-1.1145521421014954,0.0012418017627939654,-0.5583417164176567,-1.1053963330020422,0.0014922565104551519,-0.46173376145263184,-0.883852516521596,0.002289871978616561,-0.2449657734296291,-0.48723282029950427,0.0017907078125461828
2018-05-29 21:02:22.135,none,-1,-0.5600123186919761,-1.1105057214904588,0.001476548547187203,-0.5666945592535482,-1.1054866830045813,0.0017614735475752772,-0.4745047574886071,-0.9020908272062722,0.0025944319330895717,-0.2555020889243069,-0.5071250559249622,0.0022759093446006067
